path_tag,path_build,path_series,path_seed,path_arm,path_client,window_normalization,cohort_fingerprint,extra_flags,started,affiliation_f1,affiliation_precision,affiliation_recall,auprc,auroc,best_f1,buffer,detection_delay_mean,entity_count,event_f1,event_precision,event_recall,f1,fpr,n_neg_labels,n_pos_labels,paper_top1_acc_at_100,paper_top1_acc_at_64,paper_top3_acc_at_100,paper_top3_acc_at_64,paper_top5_acc_at_100,paper_top5_acc_at_64,pate,pate_f1,precision,recall,seed,threshold,threshold_q,use_impulse_term,vus_pr,vus_roc
ucr001_abl_batch_up,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,none,,,,0.5743088798420818,0.4029069519583008,0.9995162791165839,0.6185823311568734,0.9464217298493215,0.6635601118359739,64,0.0,1,0.07142857142857142,0.037037037037037035,1.0,0.2755046372067649,0.05749988681124643,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.28397867561117796,0.7247368327089105,0.16584564860426929,0.8132045088566827,7,69.60005928079288,0.99,True,0.5722239479703303,0.9517812154542586
ucr001_abl_batch_up,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,none,,,,0.6769571552301515,0.5118991350759056,0.9991139093300145,0.686270345993497,0.9619574604220302,0.6969147005444646,64,0.0,1,0.0909090909090909,0.047619047619047616,1.0,0.48058001035732784,0.019151537103273417,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.5126511823153834,0.815776865403777,0.35419847328244275,0.7471819645732689,7,82.03821575369996,0.99,True,0.6585054544908704,0.9658839696611534
ucr001_abl_batch_up,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,none,,,,0.6053577658115886,0.43419052992641927,0.9993054420936027,0.6809746302979208,0.9587619651084093,0.6969147005444646,64,0.0,1,0.07692307692307693,0.04,1.0,0.3574341861327401,0.0360845746366641,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.3734047967344504,0.8141800323578384,0.2321772639691715,0.7761674718196457,7,75.34814350142571,0.99,True,0.656942554591033,0.9630115850021115
ucr001_abl_batch_up,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,none,,,,0.5901879946418797,0.4187387294136186,0.9993736360974551,0.6551153290147483,0.9536669036886556,0.6861848124428179,64,0.0,1,0.08695652173913045,0.045454545454545456,1.0,0.3334469826116604,0.04126861954996151,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.3468477264636364,0.7835166911335345,0.21150519031141868,0.7874396135265701,7,74.61902652231355,0.99,True,0.612136403793817,0.9581365614204994
ucr001_abl_batch_up,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,none,,,,0.6256826746029295,0.45544263010949126,0.9991584133768091,0.6658005712905877,0.955655708464266,0.6885844748858447,64,0.0,1,0.17391304347826084,0.09523809523809523,1.0,0.4080560420315236,0.02709738760356771,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.4308550414456059,0.7946768807150317,0.28021647624774504,0.750402576489533,7,79.74621691942215,0.99,True,0.628224545597373,0.9599784840555476
ucr001_abl_dropout03,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,none,,,,0.5802092254429023,0.4088402974800556,0.9989116280123137,0.35752120959919276,0.9271239040284771,0.5139412207987943,64,0.0,1,0.07142857142857142,0.037037037037037035,1.0,0.31456720619282197,0.040159369765020145,44174,621,0.0,0.0,1.0,1.0,1.0,1.0,0.33011831434070116,0.41166414834955983,0.20126069338135974,0.7198067632850241,7,79.35691116253535,0.99,True,0.3738534716616215,0.9336170733946514
ucr001_abl_dropout03,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,none,,,,0.6666616265379653,0.5003474160062507,0.9985906093225911,0.5146819171583563,0.9357524230595345,0.5773552290406223,64,0.0,1,0.3076923076923077,0.18181818181818182,1.0,0.47490129723632263,0.016548195771268166,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.4770402074599086,0.5801973872052707,0.3654513888888889,0.677938808373591,7,89.36599649985631,0.99,True,0.467256052908476,0.9414340864414193
ucr001_abl_dropout03,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,none,,,,0.6112552635634488,0.4403754961377982,0.9988352737349375,0.5074862161120932,0.9394475163981524,0.5674499564838991,64,0.0,1,0.1,0.05263157894736842,1.0,0.3682672233820459,0.030176121700547835,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.3900085493703253,0.573609813246867,0.24859075535512964,0.7101449275362319,7,81.13205976267658,0.99,True,0.4478741305026948,0.9445319697745492
ucr001_abl_dropout03,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,none,,,,0.6263061847558868,0.4561959616694057,0.9987158173960855,0.4387458506951041,0.9272953822561008,0.5356521739130435,64,0.0,1,0.2857142857142857,0.16666666666666666,1.0,0.4101096804959466,0.02367908724589125,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.4381994553771429,0.4959859730928823,0.29132791327913277,0.6924315619967794,7,84.91381076753142,0.99,True,0.40656530158914883,0.9335377495621263
ucr001_abl_dropout03,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,none,,,,0.6651486014358994,0.4987043291597371,0.9983519842316194,0.4487350915768068,0.9279330304613719,0.5494912118408881,64,30.0,1,0.18181818181818182,0.1,1.0,0.45745322872661437,0.01487300221849957,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.4983574337873741,0.5105652472641972,0.3658301158301158,0.6103059581320451,7,93.80537601610025,0.99,True,0.4110790684132809,0.9341620682380215
ucr001_abl_ema08,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,none,,,,0.576889142687245,0.4054514621480697,0.9995161173490472,0.5902935533057295,0.9379440197952367,0.6035714285714285,64,0.0,1,0.12121212121212122,0.06451612903225806,1.0,0.3040581465778316,0.04932765880382125,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.3143284622279802,0.6832323090235811,0.18724356583364415,0.8083735909822867,7,75.3399448459968,0.99,True,0.5765227003017651,0.9454276926257846
ucr001_abl_ema08,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,none,,,,0.7054347298894673,0.5452981911977008,0.9987294418175193,0.6002083646040037,0.9485134434337289,0.6053571428571429,64,0.0,1,0.33333333333333337,0.2,1.0,0.5070257611241218,0.014805088966360302,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.5492628307260476,0.6922383979781801,0.3983440662373505,0.6972624798711755,7,88.81974678322672,0.99,True,0.5790984329465636,0.9549088748953752
ucr001_abl_ema08,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,none,,,,0.6410043633338155,0.4718724634729468,0.9991139093300145,0.5856491568561726,0.9461736623878038,0.5847750865051903,64,0.0,1,0.11764705882352941,0.0625,1.0,0.42277904328018223,0.025127903291528954,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.4475624319197629,0.678663754815481,0.2947903430749682,0.7471819645732689,7,82.08683340447648,0.99,True,0.5630171340952405,0.9526644216266328
ucr001_abl_ema08,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,none,,,,0.6227299799535453,0.4523294528135963,0.9991139093300145,0.5842559670732957,0.9434788222566199,0.5908683974932857,64,0.0,1,0.08333333333333333,0.043478260869565216,1.0,0.39777111015859407,0.028251912889935255,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.41974914822402276,0.6775552287721117,0.27102803738317754,0.7471819645732689,7,81.84721396894506,0.99,True,0.5562615123924336,0.9503186325032047
ucr001_abl_ema08,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,none,,,,0.6515314117467434,0.4834155186367948,0.9989241020868193,0.587633639164314,0.9435387886011015,0.5919439579684763,64,0.0,1,0.14285714285714288,0.07692307692307693,1.0,0.4409448818897638,0.02180015393670485,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.47042353238945345,0.6790086950173662,0.3175053153791637,0.7214170692431562,7,84.59419235785802,0.99,True,0.571351325257864,0.950487985789758
ucr001_abl_embed64,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,none,,,,0.5833775670895456,0.41189087653792006,0.9995162791165839,0.6311628017097791,0.9477419372242414,0.6294307196562836,64,0.0,1,0.06451612903225806,0.03333333333333333,1.0,0.3257013866494679,0.044709557658351065,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.33672035337290424,0.7137861021429317,0.20362903225806453,0.8132045088566827,7,81.48433519045511,0.99,True,0.5917409779108479,0.9541493128353533
ucr001_abl_embed64,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,none,,,,0.7008498400305785,0.5398126011887381,0.9988178028409614,0.648043011079854,0.9560296870223425,0.6390403489640131,64,22.0,1,0.2666666666666667,0.15384615384615385,1.0,0.5015033072760072,0.014148594195680717,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.5120415147926148,0.726812831938097,0.4001919385796545,0.6714975845410628,7,92.84770140091577,0.99,True,0.6086342730713598,0.9610615486026792
ucr001_abl_embed64,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,none,,,,0.6357634106080686,0.46625001863946,0.9989488165716104,0.6294570657930942,0.9543027292086842,0.6226012793176973,64,0.0,1,0.23529411764705882,0.13333333333333333,1.0,0.415164123901988,0.02474306152940644,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.4168945211825305,0.7104090746551022,0.2911802853437095,0.7230273752012882,7,87.78288340985779,0.99,True,0.5912033485344523,0.9593402157867547
ucr001_abl_embed64,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,none,,,,0.6248766900627722,0.4546349710366859,0.998936486290471,0.6201134917147316,0.9506058860922336,0.6134453781512604,64,0.0,1,0.23529411764705882,0.13333333333333333,1.0,0.40107430617726053,0.026372979580748857,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.40282413804927714,0.7090750811354526,0.277743335399876,0.7214170692431562,7,88.05746592313052,0.99,True,0.5846736431243663,0.9562048430886765
ucr001_abl_embed64,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,none,,,,0.6736351845569918,0.5081850959306328,0.99882227840948,0.628412872404041,0.9529129317112017,0.6226012793176973,64,19.0,1,0.21052631578947367,0.11764705882352941,1.0,0.4711807498601007,0.016865124281251413,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.48072557548545963,0.7103900125991495,0.36106346483704976,0.677938808373591,7,93.02292987624804,0.99,True,0.5912361906077627,0.9582797311039843
ucr001_abl_fidelity,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,none,,,,0.6863989450824594,0.5226118125018314,0.9997088184337343,0.6277023310227745,0.9595037980021472,0.628158844765343,64,0.0,1,0.11764705882352941,0.0625,1.0,0.39044117647058824,0.035495993118123785,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.40334615186114636,0.717798775506628,0.2529776083849452,0.855072463768116,7,63.33826054275036,0.99,True,0.5905657382599512,0.9655864684477593
ucr001_abl_fidelity,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,none,,,,0.7796320309219982,0.6393696330363746,0.9987293519466656,0.614728494074139,0.9588291128327467,0.6337157987643425,64,0.0,1,0.35294117647058826,0.21428571428571427,1.0,0.5710491367861886,0.010300176574455562,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.6264096476630117,0.703380020539708,0.4858757062146893,0.6924315619967794,7,81.12449254695326,0.99,True,0.5823134466125771,0.9650739666797208
ucr001_abl_fidelity,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,none,,,,0.7355608297298919,0.5819191925216571,0.9994382352671565,0.6285836115424651,0.959057349478825,0.6468468468468469,64,0.0,1,0.25,0.14285714285714285,1.0,0.5116519937856033,0.018472404581880743,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.5410717850444016,0.7283889068383022,0.37709923664122136,0.7954911433172303,7,73.51847052052621,0.99,True,0.5934050846397978,0.965365940192601
ucr001_abl_fidelity,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,none,,,,0.7164123205655897,0.5582835479558222,0.9995162791165839,0.6282554321721475,0.9568951708829385,0.6455696202531647,64,0.0,1,0.125,0.06666666666666667,1.0,0.48003802281368824,0.022139720197401187,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.5042457100686799,0.7254925263176643,0.3405259608900877,0.8132045088566827,7,71.36448827803136,0.99,True,0.5900989362309207,0.9631977755678636
ucr001_abl_fidelity,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,none,,,,0.7401643140105721,0.5878387840236882,0.9990448885143071,0.6319568365064592,0.9580026708900471,0.6357969723953695,64,0.0,1,0.19999999999999998,0.1111111111111111,1.0,0.5279538904899136,0.014850364467786481,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.568266122500144,0.7262837500477983,0.4111310592459605,0.7375201288244766,7,78.72139386566978,0.99,True,0.5941668218542873,0.9642712791396914
ucr001_abl_fidelity_prior,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,none,,,,0.6053728645546046,0.43417762024457723,0.9994561375412305,0.6913496240406691,0.9459816607243481,0.6911196911196912,64,0.0,1,0.07692307692307693,0.04,1.0,0.3549536707056308,0.03818988545298139,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.36927771528178777,0.8184102250088493,0.22791762013729977,0.8019323671497585,7,80.76431395610173,0.99,True,0.6611940234479137,0.9526986750693786
ucr001_abl_fidelity_prior,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,none,,,,0.76600246631372,0.6212393754676654,0.9987294418175193,0.715523834817378,0.9551701451156374,0.7109004739336493,64,0.0,1,0.33333333333333337,0.2,1.0,0.5831649831649832,0.009756870557341422,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.6403950469254684,0.8480284297808822,0.5011574074074074,0.6972624798711755,7,93.01432780424754,0.99,True,0.6871837133610771,0.960475639844228
ucr001_abl_fidelity_prior,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,none,,,,0.6906042994543363,0.5276298123628744,0.9992543415261401,0.6977217831691577,0.9565166720654604,0.6864244741873805,64,0.0,1,0.3,0.17647058823529413,1.0,0.49973530968766544,0.01801964956761896,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.5327969094525546,0.8163068604661088,0.3722397476340694,0.7600644122383253,7,85.65516427467266,0.99,True,0.6722576933946779,0.9617912405275448
ucr001_abl_fidelity_prior,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,none,,,,0.6792089557289382,0.5144787038923102,0.9991139093300145,0.6834858716783384,0.9512787850300966,0.6845124282982792,64,0.0,1,0.125,0.06666666666666667,1.0,0.48688352570828963,0.01858559333544619,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.5199080783676837,0.8011506539958935,0.3610894941634241,0.7471819645732689,7,87.76366599837944,0.99,True,0.6556580499047229,0.9569627181624748
ucr001_abl_fidelity_prior,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,none,,,,0.7654959984846222,0.6205786354899252,0.9987158713185977,0.6930125611401606,0.9510307175685788,0.6904532304725168,64,0.0,1,0.4,0.25,1.0,0.581646423751687,0.009734232806628334,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.638841360842807,0.816047222918865,0.5005807200929152,0.6940418679549114,7,95.54404803117116,0.99,True,0.6660495741570559,0.9568536189743337
ucr001_abl_fidelity_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,zscore,,,,0.8324037109194058,0.7130236358456387,0.9997977905789821,0.868399307820574,0.9806679076965947,0.836867862969005,64,0.0,1,0.07142857142857142,0.037037037037037035,1.0,0.5371372356123955,0.019604292117535203,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.5569328809218401,0.960864565310753,0.386685552407932,0.8792270531400966,7,54.958373220521025,0.99,True,0.8553378469255456,0.984922245550166
ucr001_abl_fidelity_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,zscore,,,,0.973283720141856,0.9486582421387989,0.9992217363803866,0.868399307820574,0.9806679076965947,0.836867862969005,64,0.0,1,0.6666666666666666,0.5,1.0,0.824468085106383,0.0009507855299497442,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.9195304131916401,0.960864565310753,0.9171597633136095,0.748792270531401,7,68.01161283169252,0.99,True,0.8553378469255456,0.984922245550166
ucr001_abl_fidelity_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,zscore,,,,0.9151696057742962,0.8437782619509877,0.999758283351658,0.868399307820574,0.9806679076965947,0.836867862969005,64,0.0,1,0.19999999999999998,0.1111111111111111,1.0,0.779464931308749,0.00504821840901888,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.8225390442650411,0.960864565310753,0.7073490813648294,0.8679549114331723,7,61.373522416849944,0.99,True,0.8553378469255456,0.984922245550166
ucr001_abl_fidelity_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,zscore,,,,0.9576956834792013,0.9192351469651634,0.9995151107954846,0.868399307820574,0.9806679076965947,0.836867862969005,64,0.0,1,0.6666666666666666,0.5,1.0,0.8273561301084237,0.0018562955584733101,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.9025303523984172,0.960864565310753,0.8581314878892734,0.7987117552334944,7,65.38910397872641,0.99,True,0.8553378469255456,0.984922245550166
ucr001_abl_fidelity_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,zscore,,,,0.9777474633028518,0.9572774260474307,0.9991120759645975,0.868399307820574,0.9806679076965947,0.836867862969005,64,7.0,1,0.8,0.6666666666666666,1.0,0.8212996389891697,0.0007244080228188528,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.8235874010756838,0.960864565310753,0.9342915811088296,0.7326892109500805,7,70.47881012676906,0.99,True,0.8553378469255456,0.984922245550166
ucr001_abl_fidprior_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,zscore,,,,0.7904260755232845,0.653498540133121,0.9999444058898482,0.9196484218914486,0.9968861245315425,0.911371237458194,64,0.0,1,0.15789473684210528,0.08571428571428572,1.0,0.528724894908921,0.021596414180287047,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.543047477668176,0.9865825496379316,0.37236842105263157,0.9114331723027376,7,65.11011941501715,0.99,True,0.9187114410463184,0.9973418235525482
ucr001_abl_fidprior_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,zscore,,,,0.9698997737516079,0.9417379811640146,0.9997977905789821,0.9196385870084725,0.9968852496426261,0.911371237458194,64,0.0,1,0.4,0.25,1.0,0.8742994395516414,0.0018562955584733101,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.9241140772930527,0.9870689547389304,0.8694267515923567,0.8792270531400966,7,73.84444676607846,0.99,True,0.9187114410463184,0.9973418235525482
ucr001_abl_fidprior_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,zscore,,,,0.8525366206991443,0.7430837169025571,0.9998031468818679,0.91962725458429,0.996884739290758,0.911371237458194,64,0.0,1,0.1,0.05263157894736842,1.0,0.6906565656565656,0.009417304296645085,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.7220342479903247,0.987064548616405,0.5680166147455867,0.8808373590982287,7,68.62452378090474,0.99,True,0.9185872342966542,0.997335331056616
ucr001_abl_fidprior_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,zscore,,,,0.9689648190788949,0.9399766831232219,0.9997977905789821,0.9194908443276011,0.9968751155126772,0.9090909090909092,64,0.0,1,0.2857142857142857,0.16666666666666666,1.0,0.8701195219123506,0.0019921220627518448,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.9196223610613188,0.9855413758070358,0.861198738170347,0.8792270531400966,7,73.32085514729222,0.99,True,0.9185599229737642,0.9973293033359882
ucr001_abl_fidprior_znorm,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,zscore,,,,0.99450142101391,0.989277025017621,0.9997812902902271,0.9196192646223813,0.9968839008555465,0.911371237458194,64,0.0,1,0.5,0.3333333333333333,1.0,0.9103101424979044,0.0006564947706795852,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.966269283208859,0.9866297321024019,0.9493006993006993,0.8743961352657005,7,76.64153752366703,0.99,True,0.9185872342966542,0.997335331056616
ucr001_abl_fp32,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,none,,,,0.5689848384493893,0.3976857560296466,0.9995162791165839,0.3266094776521667,0.9454787454122101,0.49963583394027683,64,0.0,1,0.07407407407407407,0.038461538461538464,1.0,0.2724575128135959,0.05842803459048309,44174,621,0.0,0.0,1.0,1.0,1.0,1.0,0.2807033131742639,0.378109287353528,0.16364225534672716,0.8132045088566827,7,75.00667539735635,0.99,True,0.3466233013179291,0.9511796710389144
ucr001_abl_fp32,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,none,,,,0.6233928048531366,0.4530656953793778,0.9989365042646416,0.5340490609106079,0.955092170640959,0.5757832345469941,64,0.0,1,0.0909090909090909,0.047619047619047616,1.0,0.39299781181619253,0.027504867116403313,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.41653053399560697,0.6098130488778509,0.2698317307692308,0.7230273752012882,7,84.56440362900493,0.99,True,0.48794972798765285,0.9596789484987196
ucr001_abl_fp32,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,none,,,,0.5946441285117527,0.423300424552176,0.999033133406632,0.47648917917080713,0.9529196391928945,0.5429017160686428,64,0.0,1,0.1,0.05263157894736842,1.0,0.33528980190755686,0.03730701317517091,44174,621,1.0,1.0,1.0,1.0,1.0,1.0,0.35189378916038433,0.5443144164737995,0.2171021377672209,0.7359098228663447,7,81.00474359134837,0.99,True,0.46050435186252725,0.9576045540698255
ucr001_abl_fp32,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,none,,,,0.5860169289826719,0.41462703667773143,0.9989365042646416,0.36092599963647487,0.946514978426333,0.5035971223021583,64,0.0,1,0.0909090909090909,0.047619047619047616,1.0,0.33087693441414884,0.03721646217231856,44174,621,0.0,0.0,1.0,1.0,1.0,1.0,0.34760793925942773,0.41709366917706886,0.21452460582895366,0.7230273752012882,7,81.96947769681618,0.99,True,0.3750121637439471,0.9516927580574228
ucr001_abl_fp32,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p4,none,,,,0.6179632776949059,0.4473728398449886,0.9988351299415714,0.38977110073801463,0.9497256020274676,0.5136129506990433,64,0.0,1,0.25,0.14285714285714285,1.0,0.3874113475177305,0.027120025354280798,44174,621,0.0,0.0,1.0,1.0,1.0,1.0,0.4116799065315624,0.4485523166120702,0.2672782874617737,0.7037037037037037,7,86.60623873869578,0.99,True,0.40492165342959147,0.9549193857168908
ucr001_abl_nostop,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p0,none,,,,0.554900228154246,0.38403841836299457,0.9996547341539262,0.2422938903585019,0.9367405007295478,0.4120541205412054,64,0.0,1,0.0909090909090909,0.047619047619047616,1.0,0.21619382895009318,0.0834427491284466,44174,621,0.0,0.0,1.0,1.0,1.0,1.0,0.22096278454703405,0.27604328984820614,0.12404942965779468,0.8405797101449275,7,70.79004340370496,0.99,True,0.2591193235771562,0.9428166364331968
ucr001_abl_nostop,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p1,none,,,,0.5831721192990632,0.411696278794786,0.9994561375412305,0.34429041035445596,0.9518564304371812,0.4478527607361963,64,0.0,1,0.08333333333333333,0.043478260869565216,1.0,0.31831255992329816,0.04550187893330919,44174,621,0.0,0.0,1.0,1.0,1.0,1.0,0.3297324077812106,0.39307807270346645,0.19856459330143542,0.8019323671497585,7,79.97603678206603,0.99,True,0.35970855712930916,0.9565229329308921
ucr001_abl_nostop,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p2,none,,,,0.571511205805694,0.40015846553115675,0.9995162791165839,0.31989832630850007,0.948817649600719,0.41560024375380866,64,0.0,1,0.06060606060606061,0.03125,1.0,0.2650918635170604,0.06075972291393127,44174,621,0.0,0.0,1.0,1.0,1.0,1.0,0.27299025300200563,0.36353887423837017,0.1583568516776419,0.8132045088566827,7,75.45611796081069,0.99,True,0.3360276991998743,0.9537396046162074
ucr001_abl_nostop,ucr_split_w2p,ucr_001,seed0,centralized,ucr_001_p3,none,,,,0.559252042304427,0.3882472144120801,0.9994736803318895,0.26081596919458,0.941551514881095,0.40071132187314756,64,0.0,1,0.05714285714285715,0.029411764705882353,1.0,0.26939655172413796,0.05865441209761398,44174,621,0.0,0.0,1.0,1.0,1.0,1.0,0.27772578912405643,0.2973514758879825,0.16175994823681655,0.8051529790660226,7,77.69713711768397,0.99,True,0.27144841519950325,0.946893653268507
